URL,Name,Price,Location,Formula,Supplier
https://spec.drom.ru/ulan-ude/truck/truck-tractor/tjagach-faw-6x4-2019-ot-oficialnogo-dilera-66540100.html,"FAW, 2019",5 550 000,Улан-Удэ,6x4,"ООО""ФИЛТЭКС"""
https://spec.drom.ru/yakutsk/truck/truck-tractor/tjagach-faw-6x4-2019-ot-oficialnogo-dilera-66540356.html,"FAW, 2019",5 550 000,Якутск,6x4,"ООО""ФИЛТЭКС"""
https://spec.drom.ru/khabarovsk/truck/truck-tractor/edinstvennyj-oficialnyj-diler-maz-643028-520-012-kpp-zf-v-nalichii-73705993.html,"МАЗ 6430, 2020",4 473 000,Хабаровск,6x4,"Транссервис официальный дилер МАЗ, JAC"
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-volvo-fm13-2008-god-volvo-fm-88512104.html,"Volvo FM13, 2008",1 390 000,Москва,4x2,GROSS AUTO
https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-kamaz-vezdehod-6-6-65225-nds-20-vkljuchen-84041150.html,"КамАЗ 65225, 2017",3 100 000,Иркутск,6x6,
https://spec.drom.ru/blagoveshchensk/truck/truck-tractor/scania-g440a6x4na-v-nalichie-83214759.html,"Scania G440A6x4NA, 2020",,Благовещенск,6x4,"ООО ""ДВ Скан"" - официальный дилер SCANIA"
https://spec.drom.ru/blagoveshchensk/truck/truck-tractor/sitrak-6x4-tjagach-zz4256v364he-2020-v-nalichii-vygodno-75295169.html,"Sitrak C7H, 2020",7 500 000,Благовещенск,6x4,"ООО""Юань Дун"""
https://spec.drom.ru/irkutsk/truck/truck-tractor/gruzovoj-sedelnyj-tjagach-shakman-6h6-shaanxi-shacman-retarder-78778373.html,"Shaanxi Shacman, 2020",,Иркутск,6x6,СПЕЦТЕХНИКА
https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/kamaz-65806-84499564.html,"КамАЗ 65806, 2020",6 495 000,Красноярск,6x4,"ООО ""Техавтоцентр"""
https://spec.drom.ru/irkutsk/truck/truck-tractor/tjagach-polnoprivodnyj-na-shassi-maz-6317f9-63442107.html,"МАЗ 6317F9, 2018",4 350 000,Иркутск,6x6,Автобан-Грузовики Спецтехника
https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-6h6-maz-6425h9-433-000-68421657.html,"МАЗ 6425X9-433-000, 2018",4 300 000,Иркутск,6x6,Автобан-Грузовики Спецтехника
https://spec.drom.ru/khabarovsk/truck/truck-tractor/daewoo-novus-83183654.html,"Daewoo Novus, 2011",1 530 000,Хабаровск,6x4,
https://spec.drom.ru/biisk/truck/truck-tractor/prodam-renault-midlum-89193753.html,"Renault Midlum, 2003",500 000,Бийск,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-sedelnyj-volvo-fm400-2007-god-volvo-fm-88519851.html,"Volvo, 2007",1 265 000,Москва,4x2,GROSS AUTO
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-2015-god-88884898.html,"КамАЗ 5490, 2015",1 799 000,Москва,4x2,GROSS AUTO
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-54901-novyj-modelnyj-rjad-v-nalichii-85029593.html,"КамАЗ 54901, 2020",7 049 000,Челябинск,4x2,КАМАЗЦЕНТР-КУРГАН
https://spec.drom.ru/kemerovo/truck/truck-tractor/prodaetsja-gruzovik-scania-c-polupricepom-viberti-79493952.html,"Scania P114GA, 2006",2 500 000,Кемерово,4x2,
https://spec.drom.ru/barnaul/truck/truck-tractor/prodaetsja-scepka-daf-hf105-pljus-ref-88620118.html,"DAF XF105, 2008",4 000 000,Барнаул,4x2,
https://spec.drom.ru/khabarovsk/truck/truck-tractor/oficialnyj-diler-sedelnyj-tjagach-maz-6430s9-570-011-76735209.html,"МАЗ 6430С9-570-011, 2018",4 250 000,Хабаровск,6x4,ДВ Автоцентр
https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-5490-87-s5-tjagach-evro-5-69753890.html,"КамАЗ 5490-NEO, 2019",4 850 000,Москва,4x2,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65221-tjagach-88730446.html,"КамАЗ 65221, 2015",2 700 000,Набережные Челны,6x6,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-88730251.html,"КамАЗ 65225, 2010",2 800 000,Набережные Челны,6x6,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-44108-tjagach-s-kmu-kanglim1256-66383750.html,"КамАЗ 44108, 2012",3 500 000,Набережные Челны,6x6,
https://spec.drom.ru/blagoveshchensk/truck/truck-tractor/foton-89705488.html,"Foton, 2006",750 000,Благовещенск,,
https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-iveco-stralis-na-metane-74647149.html,"Iveco Stralis, 2020",11 350 000,Москва,4x2,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-69926783.html,"КамАЗ, 2015",3 000 000,Набережные Челны,6x6,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-6460-tjagach-70360944.html,"КамАЗ 6460, 2011",2 300 000,Набережные Челны,6x4,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-2011-gv-71533314.html,"КамАЗ 65225, 2011",2 700 000,Набережные Челны,6x6,
https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-na-metane-spg-dayun-6h4-74665417.html,"Dayun, 2020",7 950 000,Москва,6x4,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-vezdehod-76354440.html,"КамАЗ 65225, 2011",2 500 000,Набережные Челны,6x6,
https://spec.drom.ru/novosibirsk/truck/truck-tractor/tjagach-maz-5440-2014g-ots-obmen-rabota-rassrochka-80818553.html,"МАЗ, 2014",950 000,Новосибирск,4x2,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-53504-46-73045762.html,"КамАЗ 53504-46, 2016",3 000 000,Набережные Челны,6x6,
https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-dayun-6x4-na-metane-kpg-74665308.html,"Dayun, 2020",8 100 000,Москва,6x4,
https://spec.drom.ru/achinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-44108-10-2005g-78021083.html,"КамАЗ 44108, 2005",1 150 000,Ачинск,6x6,
https://spec.drom.ru/svobodnyi/truck/truck-tractor/prodaju-freightliner-century-84256454.html,"Freightliner Century, 1999",1 150 000,Свободный,6x2,
https://spec.drom.ru/nefteyugansk/truck/truck-tractor/maz-543205-80267841.html,"МАЗ 543205, 2006",320 000,Нефтеюганск,4x2,
https://spec.drom.ru/kemerovo/truck/truck-tractor/renault-magnum-81392359.html,"Renault Magnum, 2002",700 000,Кемерово,4x2,
https://spec.drom.ru/irkutsk/truck/truck-tractor/prodam-mazaja-89704586.html,"МАЗ 5440, 2003",778 000,Иркутск,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/volvo-fm-12.380-tjagach-2004-god-89705068.html,"Volvo, 2004",990 000,Москва,4x2,"ООО ""Трак-Сток"""
https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-65209-002-87-tjagach-evro-5-80608842.html,"КамАЗ 65209-87, 2020",5 920 000,Москва,,
https://spec.drom.ru/moskva/truck/truck-tractor/man-tgs-26.400-6h4-bls-ww-tjagach-b-u-2013-g-692473-km-87068324.html,"MAN TGS, 2013",3 340 000,Москва,6x4,
https://spec.drom.ru/ulan-ude/truck/truck-tractor/maz-6430s9-520-020-kpp-zf-v-lizing-ot-10-oficialnyj-diler-maz-73621788.html,"МАЗ, 2020",4 750 000,Улан-Удэ,6x4,"Транссервис официальный дилер МАЗ, JAC"
https://spec.drom.ru/khabarovsk/truck/truck-tractor/novyj-maz-oficialnyj-diler-maz-lizing-ot-10-avans-ot-10-69711981.html,"МАЗ 5440, 2020",4 200 000,Хабаровск,4x2,"Транссервис официальный дилер МАЗ, JAC"
https://spec.drom.ru/yakutsk/truck/truck-tractor/6h6-polnoprivodnyj-tjagach-maz-man-d2066lf44-lizing-ot-10-s-nds-69903839.html,"МАЗ-МАН, 2020",,Якутск,6x6,"Транссервис официальный дилер МАЗ, JAC"
https://spec.drom.ru/blagoveshchensk/truck/truck-tractor/dvigatel-mercedes-benz-kpp-zf-v-nalichii-v-lizing-ot-10-diler-71986274.html,"МАЗ 6430, 2020",5 550 000,Благовещенск,6x4,"Транссервис официальный дилер МАЗ, JAC"
https://spec.drom.ru/novosibirsk/truck/truck-tractor/sedelnyj-tjagach-maz-6430e8-520-020-75246134.html,"МАЗ 6430Е9-520-020, 2020",5 300 000,Новосибирск,6x4,
https://spec.drom.ru/bratsk/truck/truck-tractor/tjagach-maz-6-6-76974115.html,"МАЗ 643228, 2020",5 580 000,Братск,6x6,
https://spec.drom.ru/yakutsk/truck/truck-tractor/sedelnyj-tjagach-maz-643228-6-6-77456375.html,"МАЗ 643228-8521-012, 2020",5 500 000,Якутск,6x6,
https://spec.drom.ru/irkutsk/truck/truck-tractor/sedelnyj-tjagach-maz-6430s9-520-012-77459492.html,"МАЗ, 2020",4 650 000,Иркутск,6x4,
https://spec.drom.ru/tomsk/truck/truck-tractor/tjagach-maz-643228-6h6-77835355.html,"МАЗ-643228, 2020",5 500 000,Томск,6x6,"ООО ""Сибирский технический центр МАЗ"""
https://spec.drom.ru/tomsk/truck/truck-tractor/tjagach-maz-643228-6h6-87039474.html,"МАЗ-643228, 2020",5 480 000,Томск,6x6,"ООО ""Сибирский технический центр МАЗ"""
https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-kamaz-5490-892-dc-tjagach-2019g-86933222.html,"КамАЗ 5490, 2019",5 500 000,Москва,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-daf-xf-105.410-89704782.html,"DAF XF105, 2010",2 990 000,Москва,4x2,"ООО ""Трак-Сток"""
https://spec.drom.ru/skovorodino/truck/truck-tractor/prodam-maz-642290-60381037.html,"МАЗ 642290-2120, 2003",600 000,Сковородино,6x4,
https://spec.drom.ru/krasnodar/truck/truck-tractor/tjagach-ural-88173749.html,"Урал 44202, 2000",1 500 000,Краснодар,6x6,
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1840ls-2012-g-v-76238811.html,"Mercedes Benz Axor 1840 LS, 2012",1 970 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2011-goda-80878825.html,"Mercedes-Benz, 2011",1 270 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2014-g-v-86124435.html,"Mercedes-Benz, 2014",2 450 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-daf-2009-goda-86318182.html,"DAF, 2009",1 600 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2012-g-v-86512655.html,"Mercedes-Benz, 2012",1 730 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-renault-2011-g-v-86513746.html,"Renault, 2011",2 500 000,Москва,6x4,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/perm/truck/truck-tractor/tjagach-kamaz-6450-v-permi-87232878.html,"КамАЗ 6350, 2019",3 950 000,Пермь,8x8,
https://spec.drom.ru/tomsk/truck/truck-tractor/sedelnyj-tjagach-maz-6430-dv-wp12-ressornyj-usilennyj-19458268.html,"МАЗ 6430, 2020",4 480 000,Томск,6x4,"ООО ""Сибирский технический центр МАЗ"""
https://spec.drom.ru/tyumen/truck/truck-tractor/prodam-tjagach-85379283.html,"МАЗ 6433228, 2020",5 400 000,Тюмень,6x6,
https://spec.drom.ru/abakan/truck/truck-tractor/prodam-sedelnyj-tjagach-83397314.html,"МАЗ 643028, 2020",5 500 000,Абакан,6x6,
https://spec.drom.ru/magadan/truck/truck-tractor/prodam-tjagach-85379082.html,"МАЗ 643228, 2020",5 400 000,Магадан,6x6,
https://spec.drom.ru/ulan-ude/truck/truck-tractor/sedelnyj-tjagach-maz-6430s9-520-012-v-chite-72888184.html,"МАЗ 6430, 2020",4 740 000,Улан-Удэ,6x4,"ООО ""СИБИРСКИЙ ТЕХНИЧЕСКИЙ ЦЕНТР МАЗ"""
https://spec.drom.ru/chita/truck/truck-tractor/novyj-sedelnyj-tjagach-6h6-maz-643228-8521-012-78567071.html,"МАЗ 6432, 2020",5 550 000,Чита,6x6,"ООО ""СИБИРСКИЙ ТЕХНИЧЕСКИЙ ЦЕНТР МАЗ"""
https://spec.drom.ru/vladivostok/truck/truck-tractor/tjagach-foton-auman-est-a-1846-mt-evro-5-68658470.html,"Foton Auman BJ4189, 2019",5 700 000,Владивосток,4x2,ДВ Автоцентр
https://spec.drom.ru/yakutsk/truck/truck-tractor/lizing-10-tjagach-ressornyj-maz-novyj-garantija-200-000-km-68929124.html,"МАЗ-6430С9-520-020, 2020",4 780 000,Якутск,6x4,"Транссервис официальный дилер МАЗ, JAC"
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2012-g-v-86517623.html,"Mercedes-Benz, 2012",1 690 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2014-g-v-86542808.html,"Mercedes-Benz, 2014",2 450 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2012-g-v-86707806.html,"Mercedes-Benz, 2012",1 600 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-daf-cf-85.460-2009-g-v-76264614.html,"DAF, 2009",1 650 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-daf-xf105-460-2008-g-v-80232335.html,"DAF XF105, 2008",1 800 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-volvo-2012-goda-83845698.html,"Volvo, 2012",2 630 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2012-g-v-86075590.html,"Mercedes-Benz, 2012",1 680 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2014-g-v-86522008.html,"Mercedes-Benz, 2014",2 490 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2012-g-v-86542036.html,"Mercedes-Benz, 2012",1 650 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2011-g-v-86745514.html,"Mercedes-Benz, 2011",1 470 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/tyumen/truck/truck-tractor/mercedes-benz-actros-1845-ls-79308071.html,"Mercedes-Benz Actros, 2020",9 816 120,Тюмень,4x2,"ООО ""АСТЕРИОН"""
https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/tjagach-man-tgx-33.540-6h4-bbs-87723419.html,"MAN TGX, 2019",10 500 000,Санкт-Петербург,6x4,"ООО ""СПЕЦТЕХСЕРВИС"""
https://spec.drom.ru/surgut/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-skanija-r-114-v-surgute-79452473.html,"Scania R114, 2003",1 450 000,Сургут,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/ural-44202-sedelnyj-tjagach-2018-g-v-85272221.html,"Урал 44202, 2018",3 150 000,Москва,6x6,
https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-daf-xf-105.510-2o11g-v-88437640.html,"DAF XF105, 2011",2 350 000,Москва,4x2,AvtoKommerz
https://spec.drom.ru/moskva/truck/truck-tractor/prodaetsja-maz-6430s9-sedelnyj-tjagach-2018-g-v-88628467.html,"МАЗ, 2018",3 050 000,Москва,6x4,
https://spec.drom.ru/arsenev/truck/truck-tractor/prodaetsja-gruzovik-fld120-v-otlichnom-teh-sostojanii-72271095.html,"Freightliner FLD SD, 1999",1 500 000,Арсеньев,6x4,
https://spec.drom.ru/minusinsk/truck/truck-tractor/tjagach-volvo-fh-13.440-2012-g-shvecija-v-minusinske-88002047.html,"Volvo FH13, 2007",2 220 000,Минусинск,4x2,
https://spec.drom.ru/tyumen/truck/truck-tractor/predlogaju-k-prodazhe-novyj-tjagach-vezdehod-6h6-78717855.html,"Shaanxi Shacman, 2020",,Тюмень,6x6,СПЕЦТЕХНИКА
https://spec.drom.ru/lesozavodsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-mack-vision-66715049.html,"Mack, 2004",1 700 000,Лесозаводск,6x4,
https://spec.drom.ru/chita/truck/truck-tractor/dvigatel-mercedes-benz-kpp-zf-v-nalichii-v-lizing-ot-10-diler-73553168.html,"МАЗ, 2020",5 500 000,Чита,6x4,"Транссервис официальный дилер МАЗ, JAC"
https://spec.drom.ru/novosibirsk/truck/truck-tractor/sedelnyj-tjagach-volvo-fh-81468621.html,"Volvo, 2006",2 100 000,Новосибирск,4x2,Еврофура
https://spec.drom.ru/novosibirsk/truck/truck-tractor/sedelnyj-tjagach-hino-700-2012-g-v-88150537.html,"Hino 700, 2012",2 850 000,Новосибирск,6x4,
https://spec.drom.ru/irkutsk/truck/truck-tractor/sedelnyj-tjagach-maz-6430e8-520-020-81463545.html,"МАЗ 6430Е8-520-020, 2020",5 250 000,Иркутск,6x4,
https://spec.drom.ru/irkutsk/truck/truck-tractor/novyj-tjagach-ot-oficialnogo-dilera-avans-po-lizingu-ot-0-49995362.html,"Mercedes-Benz Actros 1845 LS, 2020",8 689 680,Иркутск,4x2,"ООО ""Байкалит-СКЦ"""
https://spec.drom.ru/barnaul/truck/truck-tractor/international-internacional-inter-vozmozhno-postojannaja-rabota-82861254.html,"International 9800, 2004",1 000 000,Барнаул,6x4,
https://spec.drom.ru/irkutsk/truck/truck-tractor/iveko-stralis-200-000-probeg-79934699.html,"Iveco Stralis, 2015",3 900 000,Иркутск,4x2,
https://spec.drom.ru/abakan/truck/truck-tractor/prodam-gruzovik-sedelnyj-tjagach-58773434.html,"Volvo FH13, 2012",3 489 000,Абакан,4x2,
https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-maz-5440-86326583.html,"МАЗ 5440, 2018",2 630 000,Иркутск,4x2,
https://spec.drom.ru/biisk/truck/truck-tractor/prodam-daf-105-89182631.html,"DAF, 2009",2 050 000,Бийск,4x2,
https://spec.drom.ru/novosibirsk/truck/truck-tractor/man-vozmozhno-s-rabotoj-82860795.html,"MAN, 2003",1 200 000,Новосибирск,6x4,
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2014-g-v-86902700.html,"Mercedes-Benz, 2014",2 450 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2012-g-v-87629698.html,"Mercedes-Benz, 2012",1 550 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2014-g-v-87632492.html,"Mercedes-Benz, 2014",2 450 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-volvo-2013-goda-88463304.html,"Volvo, 2013",5 070 000,Москва,6x4,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/perm/truck/truck-tractor/tjagach-kamaz-43101-85938385.html,"КамАЗ 43101, 1993",2 100 000,Пермь,6x6,ТехСпецКам
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-kamaz-53504-87841238.html,"КамАЗ 53504, 2020",3 850 000,Пермь,6x6,
https://spec.drom.ru/tomsk/truck/truck-tractor/tjagach-maz-5440a9-82618491.html,"МАЗ 5440А9, 2010",1 350 000,Томск,4x2,
https://spec.drom.ru/surgut/truck/truck-tractor/prodam-fredlajner-cl120064st-89339864.html,"Freightliner CL120064ST, 2003",1 500 000,Сургут,6x4,
https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-sidelnyj-tjagach-iveka-evrostar-s-polupriceplm-73582432.html,"Iveco Eurostar, 2001",1 220 000,Иркутск,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-kamaz-65221-6020-53-79571088.html,"КамАЗ 65221-53, 2020",5 810 000,Москва,6x6,
https://spec.drom.ru/izhevsk/truck/truck-tractor/kamaz-5490-s5-88630139.html,"КамАЗ 5490-S5, 2016",1 249 000,Ижевск,4x2,
https://spec.drom.ru/taishet/truck/truck-tractor/prodam-kamaz-88376312.html,"КамАЗ, 1994",550 000,Тайшет,4x2,
